"p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","cl","cd","cmy"
0.007233333333333333,0.43483055555555555,0.076335,-0.9992061111111112,0.5124,-0.06053888888888889,0.33038055555555557,-0.005000000000000001,0.0,-3.8171388888888877,4.166,4.097222222222222,0.9605540186,0.0461935282,0.08303951723
0.02118888888888889,0.36621944444444443,0.065445,-0.7612072222222223,0.47544,-0.05898333333333333,-0.026874999999999996,0.013222222222222222,0.0,-14.755805555555558,3.69,2.0972222222222223,0.5506483692,0.005685122712,0.05315363679
0.0115,0.4115027777777778,0.071385,-0.7292372222222223,0.41272,-0.06489444444444445,0.1517527777777778,0.013888888888888892,0.0,-12.362972222222224,11.578000000000001,2.0416666666666665,0.5428877246,0.01015997205,0.09042868118
0.01727777777777778,0.44169166666666665,0.10669500000000001,-0.7931772222222223,0.35000000000000003,-0.07064999999999999,0.494525,0.016333333333333335,0.0,-17.14863888888889,11.510000000000002,0.2638888888888889,0.6958565673,0.03599524599,0.2620936901
0.017544444444444446,0.37719722222222224,0.070395,-0.580043888888889,0.40712000000000004,-0.05812777777777778,0.32072500000000004,0.006333333333333333,0.0,-1.1964166666666678,9.334,4.736111111111111,0.9021347455,0.05603085078,0.04585834869
0.015588888888888888,0.5199083333333333,0.100095,-0.8286994444444445,0.38696,-0.05703888888888889,-0.02204722222222222,-0.0041111111111111105,0.0,-1.538249999999998,3.214,1.7361111111111112,0.7323751083,0.03647464987,0.1489708458
0.00821111111111111,0.3703361111111111,0.079635,-0.9104005555555557,0.48216,-0.05742777777777778,0.25796388888888894,0.005444444444444443,0.0,-4.8426388888888905,14.501999999999999,4.041666666666667,0.758269846,0.05122893204,0.06446421078
0.015677777777777777,0.46776388888888887,0.09448500000000001,-0.6830583333333334,0.40152,-0.06746111111111111,0.6972916666666666,0.002111111111111112,0.0,-17.946250000000003,7.498,1.5138888888888888,1.082433442,0.06198157647,0.3126884347
0.011055555555555555,0.486975,0.078315,-1.0098627777777778,0.38808000000000004,-0.060616666666666666,0.10830277777777778,0.0032222222222222235,0.0,-2.221916666666665,2.874,1.0138888888888888,0.2639414755,0.01121105092,0.05795749635
0.021366666666666666,0.41013055555555555,0.10966500000000001,-0.7647594444444445,0.4844,-0.06271666666666667,0.6393583333333334,0.018333333333333337,0.0,-16.692861111111114,9.878,2.3194444444444446,0.9350934807,0.06599618031,0.2447531739
0.007677777777777777,0.5020694444444445,0.085245,-0.9032961111111112,0.41832,-0.06046111111111111,0.2724472222222223,0.013444444444444443,0.0,-11.223527777777779,6.478,2.513888888888889,0.7250793818,0.03372003011,0.1735654146
0.020655555555555555,0.41561944444444443,0.092505,-0.6262227777777778,0.42168,-0.06995,-0.007563888888888891,0.0018888888888888913,0.0,-20.45302777777778,14.23,2.125,1.179059025,0.06357091408,0.2974950739
0.009544444444444444,0.4938361111111111,0.092175,-0.4557161111111111,0.46424,-0.05843888888888889,-0.04618611111111111,-0.007666666666666665,0.0,-17.376527777777778,6.41,1.5416666666666667,1.072068323,0.05963294314,0.2849530728
0.014611111111111111,0.4307138888888889,0.07270499999999999,-0.8890872222222224,0.5347999999999999,-0.06886111111111111,0.10830277777777778,-0.002555555555555554,0.0,-19.19963888888889,4.438,1.211111111111111,0.7003724714,0.02672262073,0.1640530628
0.01398888888888889,0.5185361111111111,0.06511499999999999,-0.44861166666666674,0.4004,-0.06761666666666666,0.4655583333333334,0.017000000000000005,0.0,-2.107972222222223,5.322,2.6333333333333333,0.3460135098,0.002924358044,0.01267516427
0.017633333333333334,0.4485527777777778,0.067425,-1.0205194444444445,0.53592,-0.06085,0.5283194444444445,0.016555555555555556,0.0,-18.060194444444445,6.546,2.011111111111111,0.4821817522,0.01698753489,0.09137497993
