70
  1.000000   0.000000   0.000000
  0.999482   0.000135   0.000000
  0.997928   0.000537   0.000000
  0.995343   0.001202   0.000000
  0.991731   0.002121   0.000000
  0.987100   0.003280   0.000000
  0.981459   0.004665   0.000000
  0.974820   0.006259   0.000000
  0.967197   0.008043   0.000000
  0.958606   0.009995   0.000000
  0.949064   0.012094   0.000000
  0.938591   0.014319   0.000000
  0.927210   0.016648   0.000000
  0.914943   0.019061   0.000000
  0.901816   0.021536   0.000000
  0.887856   0.024055   0.000000
  0.873092   0.026601   0.000000
  0.857555   0.029156   0.000000
  0.841277   0.031706   0.000000
  0.824291   0.034236   0.000000
  0.806633   0.036734   0.000000
  0.788340   0.039186   0.000000
  0.769449   0.041582   0.000000
  0.750000   0.043909   0.000000
  0.730033   0.046156   0.000000
  0.709588   0.048312   0.000000
  0.688710   0.050365   0.000000
  0.667440   0.052303   0.000000
  0.645823   0.054115   0.000000
  0.623904   0.055788   0.000000
  0.601728   0.057312   0.000000
  0.579341   0.058674   0.000000
  0.556790   0.059865   0.000000
  0.534121   0.060875   0.000000
  0.511382   0.061695   0.000000
  0.488618   0.062320   0.000000
  0.465879   0.062744   0.000000
  0.443210   0.062965   0.000000
  0.420659   0.062983   0.000000
  0.398272   0.062798   0.000000
  0.376096   0.062415   0.000000
  0.354177   0.061839   0.000000
  0.332560   0.061078   0.000000
  0.311290   0.060141   0.000000
  0.290412   0.059038   0.000000
  0.269967   0.057779   0.000000
  0.250000   0.056377   0.000000
  0.230551   0.054843   0.000000
  0.211660   0.053186   0.000000
  0.193367   0.051418   0.000000
  0.175709   0.049546   0.000000
  0.158723   0.047580   0.000000
  0.142445   0.045525   0.000000
  0.126908   0.043387   0.000000
  0.112144   0.041170   0.000000
  0.098184   0.038876   0.000000
  0.085057   0.036507   0.000000
  0.072790   0.034065   0.000000
  0.061409   0.031551   0.000000
  0.050936   0.028965   0.000000
  0.041394   0.026310   0.000000
  0.032803   0.023588   0.000000
  0.025180   0.020801   0.000000
  0.018541   0.017955   0.000000
  0.012900   0.015053   0.000000
  0.008269   0.012104   0.000000
  0.004657   0.009115   0.000000
  0.002072   0.006094   0.000000
  0.000518   0.003052   0.000000
  0.000000   0.000000   0.000000
70
  0.000000   0.000000   0.000000
  0.000518   -0.003052   0.000000
  0.002072   -0.006089   0.000000
  0.004657   -0.009099   0.000000
  0.008269   -0.012069   0.000000
  0.012900   -0.014987   0.000000
  0.018541   -0.017846   0.000000
  0.025180   -0.020639   0.000000
  0.032803   -0.023363   0.000000
  0.041394   -0.026015   0.000000
  0.050936   -0.028597   0.000000
  0.061409   -0.031110   0.000000
  0.072790   -0.033557   0.000000
  0.085057   -0.035940   0.000000
  0.098184   -0.038262   0.000000
  0.112144   -0.040524   0.000000
  0.126908   -0.042724   0.000000
  0.142445   -0.044857   0.000000
  0.158723   -0.046916   0.000000
  0.175709   -0.048887   0.000000
  0.193367   -0.050756   0.000000
  0.211660   -0.052502   0.000000
  0.230551   -0.054102   0.000000
  0.250000   -0.055528   0.000000
  0.269967   -0.056750   0.000000
  0.290412   -0.057739   0.000000
  0.311290   -0.058462   0.000000
  0.332560   -0.058890   0.000000
  0.354177   -0.058994   0.000000
  0.376096   -0.058749   0.000000
  0.398272   -0.058137   0.000000
  0.420659   -0.057143   0.000000
  0.443210   -0.055761   0.000000
  0.465879   -0.053992   0.000000
  0.488618   -0.051845   0.000000
  0.511382   -0.049339   0.000000
  0.534121   -0.046500   0.000000
  0.556790   -0.043363   0.000000
  0.579341   -0.039970   0.000000
  0.601728   -0.036369   0.000000
  0.623904   -0.032615   0.000000
  0.645823   -0.028765   0.000000
  0.667440   -0.024880   0.000000
  0.688710   -0.021021   0.000000
  0.709588   -0.017248   0.000000
  0.730033   -0.013619   0.000000
  0.750000   -0.010188   0.000000
  0.769449   -0.007001   0.000000
  0.788340   -0.004100   0.000000
  0.806633   -0.001520   0.000000
  0.824291   0.000717   0.000000
  0.841277   0.002594   0.000000
  0.857555   0.004105   0.000000
  0.873092   0.005254   0.000000
  0.887856   0.006051   0.000000
  0.901816   0.006518   0.000000
  0.914943   0.006683   0.000000
  0.927210   0.006579   0.000000
  0.938591   0.006246   0.000000
  0.949064   0.005729   0.000000
  0.958606   0.005072   0.000000
  0.967197   0.004324   0.000000
  0.974820   0.003531   0.000000
  0.981459   0.002738   0.000000
  0.987100   0.001988   0.000000
  0.991731   0.001318   0.000000
  0.995343   0.000762   0.000000
  0.997928   0.000345   0.000000
  0.999482   0.000087   0.000000
  1.000000   0.000000   0.000000
